item,sum_sale_liters,sum_sale_dollars
KUHL HIPPIE HOOCH LOVE PUNCH,2616.0,34124.6
PELIGROSO SILVER,2602.5,78075.0
CROWN ROYAL 1.75L W 50ML CR MAPLE & CR BLACK,2575.2,65772.0
FIREBALL,2542.8,63570.0
THREE OLIVES PURPLE VODKA,2530.5,55591.28
OLE SMOKY BLACKBERRY MOONSHINE,2530.5,63262.3
DEEP EDDY SWEET TEA,2529.0,44318.4
99 WHIPPED CREAM,2526.75,40906.64
WINDSOR BLACK CHERRY,2520.75,23795.88
JOSE CUERVO GOLD W 1L CLASSIC MARGARITA MIX,2516.25,52807.7
MALIBU PEACHES N' CREAM,2513.0,36511.46
SVEDKA ORANGE CREAM POP,2506.65,41700.740000000005
HIRAM WALKER CARAMEL APPLE,2496.75,19940.71
REMY MARTIN VSOP,2486.19,126215.84999999999
APEROL,2485.5,62200.57
SMIRNOFF RUBY RED GRAPEFRUIT,2479.75,40951.42
BOWMORE 12 YR SINGLE MALT SCOTCH,2477.25,125007.79
ABSOLUT ELECTRIK,2476.5,56926.48
BALVENIE CARIBBEAN CASK 14YR,2472.75,185045.08
JIM BEAM WHITE W 2 GLASSES,2469.75,51831.82
EVAN WILLIAMS 1783,2464.5,46338.67
TEQUILA ROSE W 2 SHOT GLASSES,2460.0,46347.42
ABSOLUT ORIENT APPLE,2443.5,52574.73
OLD OVERHOLT RYE,2438.25,53205.57
SMIRNOFF W SMIRNOFF 200ML TRAY PACK,2435.55,27640.37
10 ANEJO TEQUILA,2433.75,95147.3
JIM BEAM W 3-50MLS,2424.6,42403.56
WELLER SPECIAL RESERVE BOURBON 7YR HA,2402.25,40463.55
BACARDI 151,2386.5,64435.5
TRES GENERACIONES ANEJO,2385.75,100201.5
DR. MCGILLICUDDY'S APPLE PIE,2372.5,35459.56
KAHLUA MOCHA LIQUEUR,2371.5,54732.33
TGIF ON THE ROCKS PINA COLADA,2346.75,17929.17
HENNESSY VS COGNAC S,2346.6,154505.61
AVION ANEJO,2339.25,134328.95
EL MAYOR REPOSADO,2339.25,62720.55
CAZADORES ANEJO,2337.0,105627.3
GOSLING'S BLACK SEAL,2335.5,44436.78
MAKER'S MARK REPLICA,2331.0,78457.59
HIRAM WALKER TRIPLE SEC,2331.0,8205.18
PAUL MASSON RED BERRY GRANDE AMBER BRANDY,2329.875,31549.969999999998
AMARETTO DI AMORE W 2 SNIFTERS,2328.75,27944.94
AMERICAN HARVEST ORGANIC SPIRIT,2319.75,60499.08
UV SANGRIA,2303.75,30725.75
GREY GOOSE LE MELON,2296.2,85519.2
PEARL ORANGE VODKA,2295.75,36015.71
TOMATIN SINGLE MALT,2292.75,75473.1
REVEL STOKE SPICED WHISKEY,2289.75,38452.29
MONKEY SHOULDER,2289.75,78724.29
HIRAM WALKER CHERRY BRANDY,2289.0,22038.39
COLD SPELL MINT WHISKEY,2282.5,32936.44
KNOB CREEK RYE,2281.5,97594.13
MAKER'S MARK RECIPE AND GLASSES,2275.5,71632.74
MALIBU W 50ML BLACK & RED,2257.6,29853.44
SOUTHERN COMFORT CARAMEL,2257.5,45920.6
BOOKER'S 6YR,2255.25,136764.2
IOWA SHINE,2252.25,74735.61
JACK DANIELS MUSIC CARTON W 2 GLASSES,2251.5,65443.6
TEMPLETON RYE W FLASK,2245.5,81257.16
DI AMORE QUATTRO ORANGE,2241.0,32789.88
ABSOLUT VODKA PREMIUM,2232.75,65944.03
SOUTHERN COMFORT CHERRY,2226.0,45634.64
SEAGRAMS SWEET TEA,2225.25,26228.17
PINNACLE W 3-50MLS,2220.75,28989.85
ICE HOLE CHERRY SCHNAPPS,2220.0,22836.05
SAUZA SILVER W MARGARITA MIX,2219.25,39650.6
BUSHMILLS IRISH HONEY,2217.75,57642.53
DR. MCGILLICUDDY'S CHERRY DISPENSER,2208.0,32810.88
EVAN WILLIAMS BOTTLED IN BOND,2205.0,37049.99
SMIRNOFF PEPPERMINT TWIST,2204.0,38210.87
SVEDKA CUCUMBER LIME,2191.35,36762.020000000004
SMIRNOFF GRAPE,2186.25,36073.82
RITTENHOUSE RYE -HA,2178.0,54632.76
PINNACLE CHERRY WHIPPED,2158.5,32501.32
DR. MCGILLICUDDY'S MINT SCHNAPPS,2153.625,45900.94
BIG PEACH LIQUEUR,2153.25,78320.88
BUSHMILLS BLACK BUSH IRISH WHISKEY,2152.5,89959.99
PLYMOUTH GIN,2145.75,74253.64
RICH & RARE CARAMEL,2138.7,21880.56
ABSOLUT HIBISKUS,2138.25,43554.94
JACK DANIEL'S BLACK TIN,2133.75,60893.95
MALIBU SUNDAE,2131.5,28792.800000000003
D'USSE VSOP,2125.125,137497.71
PINNACLE SALTED CARAMEL,2122.05,31980.559999999998
PIRASSUNGA 51 CACHACA,2112.0,33824.04
PINNACLE RASPBERRY,2111.25,31699.13
TGIFRIDAYS ULTIMATE MUDSLIDE,2103.5,13558.56
BULLEIT BOURBON 10YR,2095.5,96393.0
SERPENT'S BITE APPLE CIDER FLAVORED WHISKY,2092.5,36085.020000000004
STOLICHNAYA PREMIUM VODKA,2088.75,49239.65
BELVEDERE PINK GRAPEFRUIT,2076.75,71246.37
UV SALTY CARAMEL APPLE,2076.75,26614.0
RON ZACAPA 23 YEAR,2073.75,91271.64
TRAVIS HASSE'S CHERRY PIE LIQUEUR,2069.25,32859.69
SAUZA SPARKLING LIME MARGARITA,2064.75,27858.75
EVAN WILLIAMS KENTUCKY CIDER,2064.0,26243.93
EL ZARCO GOLD,2058.0,31556.0
GLENLIVET 16YR NADURRA,2034.0,143681.76
CEDAR RIDGE WHEAT WHISKEY,2025.75,72454.21
JOSE CUERVO GOLDEN STRAWBERRY MARGARITA,2017.75,18148.22
SMIRNOFF VODKA W BLOODY MARY MIX,2016.0,24526.08
PRAIRIE ORGANIC GIN,2013.75,44302.5
BLUE CHAIR BAY BANANA,2011.5,37896.66
SEAGRAM'S PINEAPPLE TWISTED,2004.25,23922.69
BIRD DOG MAPLE,2002.5,39384.0
LUCID ABSINTHE,2001.75,129305.73
SMIRNOFF CINNA-SUGAR TWIST,2000.5,32917.840000000004
GLENMORANGIE LASANTA,1994.25,110592.21
BACARDI COCKTAILS MOJITO LIGHT,1972.25,16458.0
REVEL STOKE ROASTED APPLE,1966.5,29521.65
RED STAG HONEY TEA,1964.25,41667.23
WOLFSCHMIDT,1956.0,15843.6
SVEDKA VANILLA VODKA,1953.0,31087.18
CEDAR RIDGE UNAGED WHISKEY,1950.75,51375.82
HIGHLAND PARK 12YR SINGLE MALT SCOTCH,1944.75,98476.95
"JOSE CUERVO SILVER ""ROLLING STONES""",1944.0,40824.0
JACK DANIEL'S SINGLE BARREL BUY THE BARREL,1939.5,102384.84
FIREFLY STRAWBERRY MOONSHINE,1938.75,38309.7
EXOTICO BLANCO,1937.25,38745.0
CROWN ROYAL HONEY,1930.5,57889.26
MALIBU MELON MARGARITA COCKTAIL,1928.5,13595.92
SAUZA SPARKLING WILD BERRY MARGARITA,1928.25,25916.65
MACALLAN 18YR SINGLE MALT SCOTCH,1926.75,405756.29
CANADIAN HUNTER CAMO,1924.5,20014.8
ARROW CREME DE ALMOND,1922.25,17296.77
SVEDKA PEACH,1911.15,31837.38
GLEN MORAY,1905.0,66675.0
SAUZA SPARKLING MANGO MARGARITA,1899.75,25650.63
KETEL ONE ORANJE,1898.25,51667.23
CRUZAN PASSION FRUIT,1896.0,25682.5
FORBIDDEN SECRET DARK MOCHA,1892.25,45625.09
SMIRNOFF TUSCAN LEMONADE,1890.0,16999.2
CEDAR RIDGE BOURBON BUY THE BARREL,1890.0,66805.2
MALIBU PEACH SPARKLER,1889.25,31571.56
NUVO,1882.5,56809.02
PADDY OLD IRISH WHISKEY,1882.25,44512.07
BRITISH NAVY PUSSER'S RUM,1881.0,45219.24
GLENMORANGIE PIONEER PACK,1879.35,38387.37
BERENTZEN APPLE LIQUEUR,1878.0,38198.42
SMIRNOFF SOURS BERRY LEMON,1873.5,30925.24
PINNACLE PUMPKIN PIE,1864.5,29340.3
JACK DANIELS TENNESSEE HONEY W GLASS,1863.0,56163.24
E & J APPLE,1861.5,22338.0
SKYY INFUSIONS MOSCATO GRAPE,1856.25,36998.04
ARROW CREME DE CASSIS,1846.5,16593.85
DEEP EDDY,1846.05,31784.58
JIM BEAM WHITE W SPORTS GLASSES,1829.25,35961.84
360 GLAZED DONUT,1821.75,30083.190000000002
BURNETT'S WHIPPED CREAM VODKA,1814.85,15954.64
GREY GOOSE LE CITRON,1809.75,67077.22
SAUZA BLUE REPOSADO,1803.75,38675.1
SMIRNOFF SORBET LIGHT PINEAPPLE COCONUT,1799.5,29727.92
PARROT BAY TROPICAL RUM PUNCH POUCH,1795.5,12681.36
ADMIRAL NELSON BLACK PATCH,1779.25,23128.53
BACARDI COCKTAILS STRAWBERRY DAIQUIRI LIGHT,1772.75,14503.5
JOHNNIE WALKER GREEN,1767.0,123107.16
KRU 82 VODKA GLASS,1760.5,19210.44
THE GLENLIVET W 50ML 15YR & 18YR,1751.85,68054.69
MALIBU BLUE HAWAIIAN COCKTAIL,1751.75,11699.44
TUACA LIQUEUR,1743.0,38136.84
SMIRNOFF POMEGRANATE,1740.75,28733.98
BIRD DOG BOURBON,1740.0,34800.0
OLD FORESTER SIGNATURE BOURBON,1740.0,36447.2
PINNACLE CARAMEL APPLE,1737.9,26223.68
2 GINGERS W 2 GLASSES,1737.0,41107.76
HORNITOS REPOSADO W HORNITOS PLATA 200ML,1735.5,14711.7
PEARL CHERRY,1733.25,27044.38
CALICO JACK SPICED RUM,1730.75,14409.73
CROWN ROYAL W 50ML CROWN ROYAL BLACK,1728.8,46202.18
BROWN JUG BOURBON CREAM,1728.75,38032.5
PEARL RED BERRY,1728.0,2016.0
HORNITOS BLACK BARREL,1720.5,54161.34
JAGERMEISTER LIQUEUR PEWTER SHOOTER,1717.5,41357.4
GLENFIDDICH 18 YR ANCIENT RESERVE,1716.75,148423.99
JACK DANIEL'S SB DUCKS UNLIMITED W BTL STOPPER,1716.0,89475.94
PINNACLE RAINBOW SHERBET,1714.05,25622.590000000004
CALICO JACK COCONUT,1701.75,20527.35
KINKY SUMMER PACK W 2 375ML,1692.0,33840.0
CANADIAN REGENCY LIGHT,1680.0,11203.2
GLENMORANGIE NECTAR D'OR,1680.0,111370.42
BACARDI TANGERINE,1668.75,27531.07
RONDIAZ RUM WHITE,1666.75,15664.66
SMIRNOFF SORBET LIGHT SUMMER STRAWBERRY,1666.5,27508.36
WISER'S DELUXE,1663.5,26211.26
TIPPY COW 50ML SAMPLER PACK,1657.6,31080.0
STUDEBAKER MANHATTAN,1656.0,41377.92
IOWISH WHISKEY,1653.75,63415.8
EXOTICO REPOSADO,1653.75,33075.0
LORD CALVERT CANADIAN SIGNATURE,1649.25,17328.12
MIDNIGHT MOON APPLE PIE W POURER & 2 SHOT GLASSES,1644.75,36184.5
OLD OVERHOLT STR RYE WHISKEY,1629.0,21994.92
SVEDKA GRAPEFRUIT JALAPENO,1626.45,27425.66
10 ULTIMATE RASPBERRY,1624.0,13214.72
HENNESSY VS FLASK SLEEVE,1620.8,75053.7
DEKUYPER COFFEE BRANDY,1619.25,14461.5
SVEDKA COLADA,1617.75,25751.14
MALIBU CARIBBEAN COSMO COCKTAIL IN BAG,1615.25,11834.02
THREE OLIVES SMORES,1606.5,35387.96
MALIBU TROPICAL SEA BREEZE COCKTAIL,1603.0,11703.38
GALLIANO LIQUEUR,1584.375,66799.34
CRAVE CHOCOLATE CHERRY,1582.5,36524.1
THREE OLIVES ORANGE VODKA,1579.5,38973.4
UV ESPRESSO VODKA,1576.5,20124.69
SMIRNOFF SORBET LIGHT WHITE PEACH,1576.5,26022.76
PEARL APPLE PIE,1576.25,24451.56
BAILEYS EXPRESSO CREME,1575.75,41312.49
HENNESSY VS 750ML + VSOP 50ML CHAIN VAP,1569.6,55897.38
DON JULIO 1942,1563.0,195106.06
CANADIAN CLUB W GLASS,1561.5,24609.24
HPNOTIQ W 2 GLASSES,1560.75,30694.75
CLEARHEART RUM,1557.75,35205.15
MARASKA SLIVOVITZ,1557.0,45531.84
"RUMCHATA ""GOCHATAS""",1554.0,38461.5
SKINNYGIRL ISLAND COCONUT,1551.0,37027.25
SAUZA 901 SILVER,1548.0,46029.22
PHILLIPS ROOTBEER SCHNAPPS,1540.5,11468.04
10 CANE RUM,1533.75,40401.73
PINNACLE ORANGE WHIPPED,1532.1,22886.789999999997
GLENMORANGIE QUINTA RUBAN,1531.5,90714.96
REBEL YELL SMALL BATCH RESERVE,1510.5,40928.58
HERRADURA SILVER,1506.0,65985.63
PELIGROSO CINNAMON,1504.2,34769.25
CRUZAN PINEAPPLE RUM,1500.0,19321.08
CROWN ROYAL 75TH ANNIVERSARY,1497.0,110764.15
DEKUYPER WASHINGTON APPLE,1495.5,18843.3
WHITETAIL CARAMEL FLAVORED WHISKEY,1494.0,27190.99
CRUZAN VELVET CINN,1488.75,31243.9
TWO JAY'S IOWA CORN WHISKEY,1487.25,44063.23
SMIRNOFF SOURCED CRANBERRY APPLE,1486.05,24971.16
MR.BOSTON PEPPERMINT SCHNAPPS,1476.0,6642.0
PINNACLE MARSHMALLOW,1473.75,22124.55
FIRESTARTER VODKA,1470.0,35174.6
MALIBU RUM SPARKLER,1464.75,24542.22
PINNACLE PINEAPPLE,1463.25,22082.82
HOMESTEAD AMERICAN WHISKEY,1458.0,62694.0
E & J PEACH BRANDY,1456.5,17632.82
CANADIAN CLUB 1858 W 2 GLASSES,1452.75,22890.85
BLACK HAUS BLACKBERRY SCHNAPPS,1452.0,32882.64
KINKY RED LIQUEUR,1449.5,27565.2
LEBLON CACHACA,1448.25,53115.63
JOSE CUERVO AUTHENTIC TEAGARITA MARGARITA 4PK CANS,1445.6,10516.74
RUSSELL'S RESERVE RYE 6YR,1445.25,55266.27
IOWA LEGENDARY RYE UNAGED,1440.75,50695.19
PEARL,1440.0,18734.4
CLUB COCKTAILS BRASS MONKEY,1437.75,9675.18
GILBEY'S VODKA,1428.0,11239.44
LUKSUSOWA POTATO VODKA,1425.0,21147.24
GENTLEMAN JACK W 2 GLASSES,1421.25,55109.85
DEWARS HIGHLANDER HONEY,1421.25,41621.44
SOBIESKI CYTRON,1413.0,16096.08
SMIRNOFF W SMIRNOFF RASPBERRY 200ML TRAY PACK,1411.8,16022.12
MALIBU TROPICAL MOJITO COCKTAIL IN A BAG,1408.75,10322.42
SMIRNOFF COCONUT,1408.5,22442.77
SINFIRE,1408.5,19049.6
SEAGRAM'S EXTRA SMOOTH VODKA,1403.025,16892.22
KNOB CREEK SMOKED MAPLE,1402.5,58268.58
ABSOLUT W GINGER BEER,1400.0,23992.0
ABSOLUT W ZING ZANG BLOODY MARY MIX,1400.0,23988.0
SHADY FRUIT RUBY RED GRAPEFRUIT,1394.25,22289.41
STOLICHNAYA HOT,1392.0,33822.0
WILD TURKEY AMERICAN HONEY STING,1390.5,29200.5
LITTLE BLACK DRESS VODKA,1386.0,21843.36
GREY GOOSE LA POIRE VODKA,1384.5,51166.04
ABSOLUT WILD TEA,1383.75,30008.71
MALIBU COUNTER UNIT BEACH PARTY PACK,1380.0,20658.6
MALIBU CRANBERRY CHERRY,1375.75,19173.13
MR. BOSTON EGG NOG,1373.25,9978.95
JEREMIAH WEED SARSAPARILLA WHISKEY,1369.5,26440.48
CEDAR RIDGE RESERVE BOURBON,1362.0,81720.0
TWO JAY'S COUNTRY STYLE BLENDED WHY.,1361.25,44454.81
JAMESON IRISH WHISKEY TIN,1355.25,38342.18
BULLDOG GIN,1354.5,34212.92
SOUTHERN COMFORT W SHOT GLASS & LANYARD,1350.75,27915.5
TIN CUP,1349.25,37113.37
CALICHE,1348.5,33712.5
STOLICHNAYA PREMIUM VODKA W LEMON JUICER SHAKER,1345.5,32274.06
BARTENDER'S I'M BANANAS OVER U,1344.0,10717.86
BELVEDERE INTENSE UNFILTERED,1341.0,50958.0
BLUE CHAIR BAY COCONUT SPICED RUM CREAM,1332.0,29395.33
KAHLUA CINNAMON SPICE,1328.25,29582.54
ABSOLUT BAR,1325.75,31381.05
PAUL MASSON RED BERRY GRANDE AMBER,1324.775,17529.91
AMARULA FRUIT CREAM LIQUEUR,1323.0,28775.76
SMIRNOFFF SOURCED RUBY RED GRAPEFRUIT,1323.0,21838.32
STOLICHNAYA SALTED KARAMEL,1318.5,32089.79
KAHLUA HAZELNUT,1308.0,29706.84
BARTENDER'S BANANAS OVER YOU,1308.0,10313.28
PINNACLE COTTON VODKA,1307.25,19616.83
KAHLUA SALTED CARAMEL,1305.75,31473.59
CALICO JACK TROPICAL PUNCH,1296.0,14935.74
BUFFALO TRACE BOURBON BUY THE BARREL,1287.0,32123.52
CRUZAN PEACH,1286.25,17548.25
TITOS HANDMADE,1281.6,40047.8
MT. GAY BLACK BARREL,1277.25,38300.47
TGIFRIDAYS LONG ISLAND ICED TEA,1275.75,8223.12
CORAZON TEQUILA BLANCO,1272.0,22896.0
THREE OLIVES W CHOLULA,1270.5,16847.29
BELVEDERE RED,1266.75,43457.97
SKYY VODKA GLOW,1263.0,25073.67
MOUNT ROYAL LIGHT CANADIAN WHISKY,1263.0,12387.0
CRAWFORD SCOTCH,1260.0,12441.6
PINNACLE CINNABON,1250.55,18204.58
KUHL MANGO LEMONADE,1248.45,16363.66
CEDAR RIDGE BRANDY,1248.0,46808.32
THREE OLIVES RANGTANG,1247.25,27346.94
RUSSIAN STANDARD,1244.25,24885.0
STONE FENCE APPLE CIDER WHISKEY,1244.25,45257.52
WOODFORD RESERVE W GLASS,1237.5,52024.5
KAHLUA PUMPKIN SPICE,1236.0,27639.77
BAILEY'S IRISH CREAM MULTI PACK,1233.2,61598.34
PIMM'S CUP GIN SLING,1233.0,23264.4
SILVERCOIN,1231.5,49785.44
AMERICAN BORN MOONSHINE APPLE PIE,1227.75,31424.99
HENNESSY VSOP PRIVILEGE COGNAC,1226.25,68786.21
PARROT BAY PINA COLADA POUCH,1225.0,8652.0
BECHEROVKA LIQUEUR,1224.0,26373.12
CRUZAN KEY LIME,1221.75,16512.25
CAROLAN'S IRISH CREAM W 2 BOWLS,1221.75,18804.84
MCCLELLAND SPEYSIDE SCOTCH,1218.75,31355.75
PINNACLE STRAWBERRY SHORTCAKE,1215.75,17917.3
PINNACLE CITRUS,1213.5,18448.76
ABSOLUT TUNE,1210.5,38116.11
ABSOLUT ELECTRIK W 2 GLASSES,1210.5,27825.36
PUCKER VODKA WILD CHERRY TEASE,1209.0,23673.13
JEREMIAH WEED CINNAMON WHISKEY,1209.0,23341.76
JACK DANIEL'S TN HONEY W FLASK,1206.0,35054.4
TY KU PREMIUM LIQUEUR,1204.5,36039.74
SHADY FRUIT VALENCIA ORANGE,1199.25,19172.01
ERISTOFF VODKA,1195.25,12808.77
PINNACLE CHERRY,1191.0,17908.16
TIJUANA SWEET HEAT,1190.55,19822.5
BELLA LIMONCELLO,1188.0,25082.97
PUCKER VODKA GRAPE GONE WILD,1187.25,23166.76
LADY BLIGH CHERRY RUM,1185.0,11662.86
CRUZAN CITRUS RUM,1185.0,15609.6
LEROUX BLACKBERRY BRANDY,1180.5,11170.56
CRUZAN BLACK STRAP RUM,1179.0,19791.48
BURNETT'S BLACKBERRY,1178.25,10844.49
DEKUYPER SIGNATURE HAZELNUT BLISS,1170.0,14372.4
TRIPLE CROWN BLENDED WHISKEY,1169.25,23406.26
JAMESON 18YR HA,1167.75,119437.06
SOLERNO BLOOD ORANGE LIQUEUR,1167.75,42039.0
JOSE CUERVO AUTHENTIC ICED TEAGARITA MARGARITA,1166.5,11060.1
TIM SMITH'S CLIMAX FIRE #32,1162.5,40687.5
LAIRD'S APPLEJACK,1161.0,23901.48
CRYSTAL HEAD W MARTINI GLASS,1145.25,59553.0
PADDY DEVIL'S APPLE,1144.5,21012.17
ROCKET FUEL,1143.0,14752.32
REVEL STOKE PUMPKIN,1142.25,17148.940000000002
MALIBU PINEAPPLE UPSIDE DOWN CAKE,1138.5,17062.32
JOHNNIE WALKER PLATINUM,1137.0,136424.84
UNCLE BOB'S ROOT BEER,1136.25,20840.54
BALVENIE 15YR SINGLE BARREL SCOTCH,1129.5,90497.97
ESPOLON BLANCO,1125.0,30195.0
FROZEN GHOST VODKA,1125.0,27917.25
MALIBU W DOLE PINEAPPLE JUICE GIANT TRAY PACK,1120.0,15360.0
MOTHERS SCHNAPPS CHERRY,1116.0,10044.0
PINNACLE ATOMIC HOT,1116.0,16662.78
BURNETT'S STRAWBERRY,1110.0,10419.12
BURNETT'S PINK LEMONADE,1107.0,10467.960000000001
E & J PEACH,1099.875,13591.44
PINNACLE KEY LIME WHIPPED,1095.75,16665.85
SKYY INFUSIONS GEORGIA PEACH,1095.15,22125.93
BLANTON'S SING BARREL BOURBON 6PAK,1093.5,56974.74
UV BLUE RASPBERRY LEMONADE BOMBSICLE COCKTAIL TRAY PACK,1092.0,5591.04
HENNESSY BLACK GIFT BOX,1086.75,48688.72
SKINNYGIRL WHITE CHERRY,1083.0,24049.46
10 ULTIMATE POMEGRANATE MARGARITA,1081.5,8800.32
KAHLUA RTD WHITE RUSSIAN,1081.5,7409.82
PUCKER VODKA SOUR APPLE SASS,1080.75,21222.97
E & J XO,1080.0,17798.4
ESPOLON REPOSADO,1077.0,28906.68
ADULT STRAWBERRY MILK,1075.5,20262.42
SINGLETON SINGLE MALT SCOTCH,1074.75,37601.92
PINNACLE MIMOSA,1073.75,15659.560000000001
SMIRNOFF POMEGRANATE MARTINI,1071.0,9632.88
JACK DANIEL'S INDEPENDENCE W 2 GLASSES,1069.5,28962.06
LULU B CHOCOLATE MARTINI,1068.0,15211.5
JEFFERSON'S VERY SMALL BATCH,1062.0,33630.0
BURNETT'S HOT CINNAMON,1060.5,9141.34
CASAMIGOS REPOSADO,1056.75,58623.36
BACARDI ROCK COCONUT,1055.25,16902.77
HOLSTEIN,1053.75,21751.4
GRIFFON VODKA,1041.0,12492.0
CRUZAN ORANGE,1035.75,13509.21
PATRON ANEJO BARREL SELECT PROGRAM,1035.0,62060.76
SMIRNOFF WILD HONEY,1035.0,17013.72
GOSLING'S BLACK SEAL RUM,1035.0,17595.0
GOLD RUSH LIQUEUR,1026.75,17243.49
PYRAT XO RESERVE,1026.0,26840.16
TARANTULA PLATA,1018.5,20123.79
EVERCLEAR 151,1015.8,15720.12
MONTEGO BAY COCONUT RUM,1011.75,6476.24
WILD TURKEY AMERICAN HONEY SHOT TAP,1011.75,24253.23
CAROLAN'S IRISH CREAM W 2 GLASSES,1011.75,16012.2
KAHLUA MIDNIGHT,1008.75,26609.3
PEARL CITRUS,1007.25,15768.93
BURNETT'S POMEGRANATE,1006.5,9296.4
SMIRNOFF SOURCED PINEAPPLE,1002.75,16552.06
MC MASTER'S CANADIAN WHISKEY,996.0,8296.68
STUDEBAKER OLD FASHIONED,996.0,24886.72
SKYY INFUSIONS TEXAS GRAPEFRUIT,995.5,19677.11
AMARULA CREME LIQUEUR,994.5,22064.64
LULU B MARGARITA,993.75,14307.75
SERPENT'S BITE APPLE CIDER,993.25,17276.370000000003
JACK DANIELS SINGLE BARREL,992.25,53766.72
JACK DANIEL'S MASTER DISTILLER,990.0,32700.0
FRIS CITRUS,989.25,10858.4
360 MADAGASCAR VANILLA VODKA,988.75,16413.059999999998
PARADISE WHITE SAND RUM,987.75,35559.0
MR BOSTON FIVE STAR BRANDY,987.0,8087.76
IRISH MIST HONEY,980.25,22952.88
OPULENT,979.75,12861.93
CASAMIGOS BLANCO,979.5,52471.32
SKINNYGIRL SPARKLING MARGARITA,978.0,11713.06
PELIGROSO REPOSADO,977.25,34203.75
WISER'S RYE,971.5,23101.019999999997
BACARDI GRAN RESERVA MAESTRO,964.5,24112.5
ELMER T LEE SINGLE BARREL HA,963.0,28890.0
REMY MARTIN VSOP W 1738 50ML,960.8,39158.24
LEGACY CANADIAN WHISKY,958.5,23004.0
J.R. EWING PRIVATE RESERVE,958.5,30672.0
PARADISE CARIBBEAN MIST RUM,958.5,31055.4
PRICHARD'S SWEET LUCY,957.75,24892.77
MALIBU RUM PUNCH IN A BAG,957.25,6148.28
BASTILLE HAND CRAFTED WHISKY,957.0,28710.0
RED STAG W 4-50MLS,956.65,16665.85
CODY ROAD SINGLE BARREL,955.5,48106.24
ICE HOLE SALTY CARAMEL SCHNAPPS,954.0,9788.04
BACARDI COCO,951.75,15765.21
JIM BEAM WHITE TRIAGE,947.25,18173.68
JOSE CUERVO SPARKLING PALOMA 4PK CANS,943.2,6861.78
ADULT CHOCOLATE MILK,942.0,17747.28
MR. BOSTON RIVA VODKA,939.0,5596.44
OLE SMOKY APPLE PIE MOONSHINE W GLASS,937.5,23762.5
HERRADURA ANEJO,933.75,52845.85
THREE OLIVES ELVIS COCONUT WATER,933.0,18587.18
PINNACLE BLACKBERRY,930.5,14017.38
TALISKER 10YR,930.0,60073.52
GRAND MARNIER RASPBERRY PEACH,927.0,43222.92
PEARL WEDDING PACK,927.0,14566.26
OUTERSPACE VODKA,922.75,32698.79
ABSOLUT UNIQUE,918.0,19278.0
LUXARDO MARASCHINO,918.0,32115.12
DEEP EDDY PEACH,917.4,14906.04
PUCKER VODKA WATERMELON,915.0,14244.279999999999
JOSE CUERVO ESPECIAL SILVER TEQUILA,914.2,22477.5
SMIRNOFF PASSION FRUIT,912.0,15054.08
MAUI TROPICAL SCHNAPPS,912.0,6323.76
KETEL ONE W PITCHER,911.75,18756.0
CEDAR RIDGE WHISKEY 3 BTL GIFT PACK,911.25,52852.5
BLACKHEART PLAYBOY EDITION,910.5,14197.74
PATRON SILVER SPECIAL TIN,909.0,49086.0
ABSOLUT CHICAGO,901.5,20688.73
JIM BEAM W BARBECUE SAUCE,900.0,18767.92
BLACK GROUSE,900.0,25842.63
CASA NOBLE CRYSTAL,898.5,35940.0
PUCKER VODKA RASPBERRY RAVE,897.75,17630.99
TEELING SMALL BATCH IRISH WHISKEY,897.75,33519.15
ADMIRAL NELSON SPICED RUM 70,894.8,11408.7
ORLOFF LIGHT VODKA,892.5,4355.4
CHRISTIAN BROS APPLE,891.9,9973.35
BURNETT'S PUMPKIN SPICE,891.75,8597.16
PEARL STRAWBERRY BASIL,891.0,13029.36
NUVO SPARKLING LIQUEUR,891.0,35402.4
AMERICAN BORN MOONSHINE,884.25,22716.29
JOSE CUERVO SILVER W 1L CLASSIC MARGARITA MIX,882.0,18510.24
AMERICAN BORN MOONSHINE DIXIE,880.5,22899.28
A+ VODKA,877.5,17550.0
SMIRNOFF AMARETTO,872.75,14348.42
XO CAFE DARK COCOA,868.5,23594.48
ZAYA GUATEMALAN RUM,867.0,24241.32
RAIN CUCUMBER VODKA,867.0,13057.2
PARADISE ISLAND BAY RUM,866.25,24774.75
GREY GOOSE NIGHT VISION,858.0,28314.0
MALIBU PINA COLADA LIGHT COCKTAIL,857.5,5728.91
CRUZAN GUAVA RUM,855.0,11507.16
360 SORRENTO LEMON VODKA,852.5,13649.390000000001
STOLI VODKA W 4 CANS OF GINGER BEER,852.25,15584.0
ABSOLUT W 2 CITRON 50ML & 2 MANDRIN 50ML,847.4,15378.08
OUTERSPACE,843.75,34072.29
HAWKEYE CHERRY,841.0,6308.68
SOUTHERN COMFORT HURRICANE RTP,840.0,6912.3
FORTY CREEK W 2 GLASSES,837.75,20106.0
JOSE CUERVO SILVER W 1L CLASSIC LIGHT MARGARITA MIX,832.5,17471.4
SKYY INFUSIONS PACIFIC BLUEBERRY,828.5,16579.62
HIRAM WALKER TRIPLE SEC 30,828.0,3002.88
PADDY BEE STING,825.6,15116.05
THREE OLIVES SUPERCOLA FLAVORED VODKA,825.0,18265.0
BULLEIT,825.0,24741.75
FIGHTING COCK BOURBON,823.5,14600.84
SVEDKA GRAPE VODKA,823.5,12863.1
