item,sum_sale_liters,sum_sale_dollars
JUGGS CHERRY CHA-CHA'S,306.75,8161.31
BELVEDERE PURE 007 W MARTINI SHAKER,306.0,10497.84
ADMIRAL NELSON BLACK PATCH COUNTER UNIT,304.8,3840.48
10 ULTIMATE SKINNY MARGARITA,304.5,3045.0
THE QUIET MAN,304.5,10657.5
HAIR OF THE DAWG VODKA,304.0,4675.52
THREE RANGERS WHISKEY,302.25,15039.96
SKYY CITRUS W 4 - 50ML,302.1,4776.36
HANGAR ONE KAFFIR LIME VODKA,301.5,7367.22
REDBREAST IRISH WHISKEY,301.5,15056.1
CUPCAKE VODKA,300.75,4915.24
SEAGRAM'S SWEET TEA,300.0,3272.4
CABIN FEVER MAPLE FLAVORED WHISKY,299.25,6354.9
HOT LIL' HOOCH CHERRY CINNAMON WHISKEY,299.25,8090.61
ARDBEG 10YR EXPLORATION PACK,299.2,13717.44
JACK DANIELS TN HONEY & JACK DANIELS TN FIRE 750MLS W 2GLS,298.5,4499.39
EVAN WILLIAMS HONEY SHOTGLASS MOLD,298.5,4740.18
CABANA BAY WILD CHERRY RUM,297.75,3620.64
E & J VS GRAND AMBER BRANDY,297.6,4629.12
GENTLEMAN JACK W MONEY CLIP,297.5,8583.3
MARTELL VSOP COGNAC,297.0,12535.56
FIREFLY CORN WHISKEY MOONSHINE,297.0,5864.76
SAUZA TRES GENERACIONES PLATA,297.0,11927.7
DI AMORE RASPBERRY,297.0,3751.56
RICARD ANISE LIQUEUR,297.0,8766.36
E & J VSOP,296.7,4727.55
CHARTREUSE YELLOW,294.75,18353.1
FIREFLY BLACKBERRY MOONSHINE,294.75,5824.26
DISARONNO,294.0,5083.68
PIGS NOSE,294.0,8921.92
SHEEP DIP,293.25,12609.75
360 BING CHERRY,293.25,4588.5
SHADY FRUIT REAL VALENCIA ORANGE,293.0,4134.07
DEHNER DISTILLERY HEMP INFUSED VODKA,291.75,4959.75
AUCHENTOSHAN 12YR,291.0,14627.66
AUCHENTOSHAN THREE WOOD,290.25,21327.57
JACK DANIEL'S 4YR RYE SINGLE BARREL,289.5,15918.64
BAYOU SILVER WHITE RUM,288.75,6637.4
BELLA ORANGECELLO,288.75,6765.21
99 BLACKBERRIES DISPLAY,288.6,2857.14
INVER HOUSE SCOTCH,288.0,2908.8
SOHO LYCHEE,288.0,5583.66
SKYY INFUSIONS BLOOD ORANGE,285.75,5571.87
BLUE CHAIR BAY COCONUT SPICED RUM,285.5,5089.9400000000005
JOHNNIE WALKER GOLD LABEL RESERVE,284.25,25668.71
ODDKA ELECTRICITY,284.25,4445.21
CRUZ DEL SOL REPOSADO,283.5,15407.28
VAT 69 SCOTCH,283.5,2993.76
STEEL DRUM PURE CANE RESERVE,282.75,6884.02
MIDLETON RARE HA,282.75,42673.03
GRAND MURIEL ORANGE LIQUEUR,281.25,6326.25
CALICO JACK BLACK SPICED,281.25,4428.75
KAH BLANCO TEQUILA,279.75,13894.25
MAYA HORCHATA,279.75,3455.91
HANGAR ONE VODKA,279.0,9554.76
AALBORG AKVAVIT DANISH LIQUEUR - DNO,279.0,5018.28
GEORGIA MOON PEACH FRUIT JAR,279.0,3478.08
FINLANDIA RASPBERRY VODKA,279.0,5792.04
BELVEDERE PURE W GLASS,278.25,9545.83
EARLY TIMES MINT JULEP,278.0,2923.98
STOLICHNAYA NIGHT EDITION,277.5,6656.3
HAIG CLUB,277.5,18494.38
KAH ANEJO,277.35,17674.09
MAKER'S MARK AMERICAN PHARAOH HA,276.0,16300.56
MICHTER'S US 1 SINGLE BARREL RYE,276.0,12375.84
SOLDIER VALLEY BOURBON,276.0,11135.68
AUCHENTOSHAN AMERICAN OAK,276.0,11588.32
DON Q GOLD RUM,276.0,3797.52
CACHACA 61,276.0,4096.08
ULTIMAT VODKA,274.5,12385.44
DELEON REPOSADO,274.5,17842.5
JIM BEAM BONDED,273.0,7738.64
JIM BEAM BLACK W 4-50MLS,271.7,5857.28
OPIHR GIN,270.75,8306.61
ATLANTICO PLATINO,270.0,5409.0
RED STAG W SHOT GLASS & 50MLS,270.0,5666.4
ROGUE PINK SPRUCE GIN,270.0,10317.96
10 SILVER W 10 COCONUT 50ML & PINEAPPLE JUICE,268.5,7096.92
MONTE ALBAN SILVER TEQUILA,267.75,5287.17
KRU PEACH MANGO,267.75,4876.5
HACIENDA VIEJA,267.0,6519.0
SAUZA GOLD W MARGARITA MIX,265.5,4743.6
PARAMOUNT DRAGON FRUIT VODKA,264.75,2561.04
FARMER BROWN WHISKEY,264.75,9629.84
OPULENT W SHAKER,264.25,3397.5
PARROT BAY LIGHT LIME MARGARITA,264.25,1925.25
FINLANDIA VODKA RASPBERRY,264.0,5480.64
CAROLAN'S IRISH CREAM,262.5,3984.6
PENDLETON MIDNIGHT,262.5,9039.5
STOLICHNAYA CHOCOLAT RAZBERI,262.5,6194.42
DAVINIA HAZELNUT LIQUEUR,261.75,5284.59
LUNAZUL TEQUILA REPOSADO,261.0,5550.6
HIRAM WALKER APRICOT BRANDY,261.0,2477.76
BACARDI 1873 SOLERA,261.0,4729.32
E & J CHOCOLATE TEMPTATION,259.5,2591.54
OBAN LITTLE BAY,258.75,22507.8
MARIE BRIZARD CHOCOLAT ROYAL,258.75,7228.5
JUGGS BLUEBERRY BAZOOMBAS,258.0,7017.31
ST. BRENDAN'S IRISH CREAM LIQUEUR,256.5,3136.2
WILD TURKEY KENTUCKY SPIRIT BARREL,256.5,13594.5
JIM BEAM SIGNATURE CRAFT BRANDY FINISH,256.5,10769.58
BLEU PEL,255.75,6649.5
BULLEIT RYE,255.0,8404.8
BEEFEATER W 4 COASTERS,253.75,4889.4
COURVOISIER VS,252.8,9024.96
HENRY MCKENNA KY STR BOURBON SOUR MASH,252.75,3030.63
WILD TURKEY COCKTAIL AGING KIT,252.75,6571.5
TRES LECHES CREAM LIQUEUR,252.75,5062.11
JTS BROWN BOURBON,252.0,2699.88
BARENJAGER HONEY W BEAR STEIN,252.0,7519.68
GRAN CENTENARIO ANEJO,252.0,15442.56
UV 103,252.0,3477.6
BALVENIE 15YR SHERRY CASK,251.25,29396.25
REBEL YELL ROOT BEER WHISKEY,251.25,4271.25
CANADIAN CLUB TRIAL PACK,249.75,3546.45
WISCONSIN CLUB GOLD TEQUILA,249.25,1560.16
LADY BLIGH MANGO RUM,249.0,2330.01
DEKUYPER MUDDLED MINT,248.25,3654.24
CORRALEJO ANEJO TEQUILA,247.5,9900.0
GLENLIVET NADURRA OLOROSO,247.5,19796.7
IRISHMAN SINGLE MALT,246.75,12176.29
SHADY FRUIT REAL RUBY RED GRAPEFRUIT,246.0,3470.95
CHIVAS REGAL 12YR TIN,245.25,9070.98
SOBIESKI ESPRESSO,244.5,2758.32
LATTE MACHIATTO,244.3,12718.91
TIPPY COW 50ML SAMPLER,244.0,4089.0
NUVO LEMON SORBET,243.0,7286.76
RESERVA DEL SENOR ALMENDRADO,243.0,6687.36
SKYY INFUSIONS CHERRY,243.0,4866.48
BAJA LUNA BLACK RASPBERRY,243.0,4315.68
LUNAZUL BLANCO TEQUILA,243.0,4803.48
CHICK'S VODKA,243.0,4905.36
MAGELLAN GIN,243.0,8262.0
GEORGE DICKEL 9YR BARREL,243.0,12146.76
TARANTULA AZUL LIQUEUR,243.0,4970.16
ALBERTA RYE DARK BATCH,243.0,7649.64
CYNAR 33,243.0,4695.75
IOWA DISTILLING COMPANY STRAIGHT BOURBON WHISKEY,242.25,9667.39
SEAGRAMS APPLE VODKA,241.8,2934.96
CHAPIN & GORE STR BOURBON(DNO),241.5,1966.5
KAMMER WILLIAMS PEAR BRANDY W PEAR,241.5,15378.02
CABIN FEVER MAPLE FLAVORED WHISKEY,240.0,4796.8
BEAM'S CHOICE 5YR BOURBON DNO,240.0,3288.0
DRAMBUIE W PITCHER,240.0,9600.0
MCCORMICK RUM SILVER,240.0,1575.36
GRAN CENTENARIO REPOSADO,240.0,13475.2
BURNETT'S ORANGE,240.0,2238.36
MENAGE A TROIS BERRY,239.25,5981.25
KRAKEN BLACK SPICED 70,238.5,4766.82
DEATH'S DOOR VODKA,238.5,7075.5
LEAD MINE MOONSHINE,237.0,5612.16
CRYSTAL HEAD AURORA VODKA,237.0,13268.84
ALIZE RED PASSION DNO,234.0,5678.4
BARBANCOURT 3* RHUM 4YR,234.0,4231.8
OLD GRAND-DAD SPECIAL SELECTION 114,234.0,6014.4
GENTLEMAN JACK W CUFF LINKS,234.0,8870.16
BURNETT'S PEAR,234.0,2201.52
PATRON REPOSADO,233.25,13641.92
BOLS BLUE CURACAO,233.25,3241.48
THE GLENLIVET,232.75,7976.01
99 FAMILY 4-50MLS,232.6,3628.56
OLE SMOKY LEMON DROP MOONSHINE,232.5,5384.12
I.W. HARPER,232.5,6971.9
SCHOOLCRAFT'S WONDERMINT,231.75,6489.0
ABSOLUT CITRON W CRANBERRY JUICE,231.75,5327.16
IRISHMAN CREAM LIQUEUR,231.0,4469.08
BURNETT'S SOUR APPLE,231.0,2125.32
FIVE O'CLOCK RUM,231.0,1491.6
PHILLIPS RASPBERRY LONG ISLAND ICE TEA,231.0,1643.4
VAN GOGH DOUBLE EXPRESSO VODKA,231.0,6086.08
PARROT BAY PINA COLADA,230.8,2065.66
TANQUERAY BLOOMSBURY GIN,230.0,6497.73
SEAGRAM'S DISTILLER'S RESERVE GIN,229.5,3012.36
ANCHO REYES,229.5,8112.06
PAMPERO ANIVERSARIO,229.5,6907.5
SEAGRAMS PEACH,229.5,1769.58
THE BOTANIST ISLAY DRY GIN,229.5,9076.14
BULLEIT BOURBON FRONTIER WHISKEY,229.0,6867.71
HERBSAINT,228.75,7934.97
DEWAR'S WHITE LABEL SCOTCH,228.05,7774.62
MYER'S PLATINUM RUM,228.0,3673.08
PATRON ROCA REPOSADO,227.25,18243.44
BREAKOUT RYE WHISKEY,226.5,9064.5
CEDAR RIDGE MANGOCELLA,226.125,7236.0
STOLICHNAYA STRASBERI VODKA 75,226.0,5485.02
MIDNIGHT MOON PEACH MOONSHINE,225.75,5192.25
FOUR ROSES PRIVATE SELECTION SINGLE BARREL,225.0,9078.0
FORTY CREEK BARREL SELECT CANADIAN,225.0,5211.0
MERRYS WHITE CHOCOLATE LIQUEUR W 2 GLASSES,225.0,3375.0
DISARONNO AMARETTO CAVALLI W 2 GLASSES,225.0,6237.0
CEDAR RIDGE BARREL AGED RUM 5YR RESERVE,225.0,8250.0
10 REPOSADO 750ML & 10 POMEGRANATE MIXER,224.25,6500.26
POWERS JOHN LANE,224.25,15696.61
WISCONSIN CLUB BRANDY,224.25,1357.36
KAHLUA TIN,223.5,4918.5
CRYSTAL HEAD W SHAKER,223.5,11681.6
SOBIESKI ORANGE,222.0,2348.76
DEKUYPER CREME DE ALMOND,222.0,2405.88
WICKED 87,221.4,5055.24
MENAGE A TROIS CITRUS,221.25,5531.25
COURVOISIER VS W GLASS & RECIPE BOOK,220.5,6947.22
OLE SMOKY TENNESSEE MOONSHINE-BLACKBERRY,220.5,5954.4
MERRYS IRISH CREAM LIQUEUR W 2 GLASSES,220.5,3307.5
TGIF ORANGE DREAM,220.5,1500.66
TOOTERS RAINBOW 12 PACK,220.5,5067.09
ST BRENDAN'S IRISH CREAM,220.5,2799.72
JAMESON W FEVER TREE GINGER BEER,220.5,6612.06
MICHTER'S US*1 SMALL BATCH BOURBON WHISKEY,220.5,9887.22
REBEL YELL GINGER WHISKEY,219.0,3723.0
SEAGRAMS RED BERRY,217.5,1640.46
WINDSOR SPICED,217.5,2053.2
OLE SMOKY PEACH MOONSHINE,217.5,5138.26
BUCHANAN'S RED SEAL,217.5,33661.86
PURUS ORGANIC VODKA,217.15200000000002,950.4
ANNIE'S APPLE PIE,216.375,7789.5
CELTIC CROSSING HONEY LIQUEUR,216.0,5040.0
DR. MCGILLICUDDY'S GRAPE,216.0,3564.0
JIM BEAM'S CHOICE 5 YR,216.0,4459.44
OLE SMOKY APPLE PIE W FLASK,216.0,4462.8
BUSNEL CALVADOS FINE,216.0,8022.0
TORRES 5 SOLERA SELECTA,216.0,5096.64
COURVOISIER VS W 2 GLASSES,216.0,6805.44
YAHARA BAY AMERICAN WHISKEY,215.6,12317.46
HIGH WEST AMERICAN PRAIRIE BOURBON,215.25,9040.5
DEATH'S DOOR GIN & TONIC,215.25,6385.75
ARDMORE LEGACY,215.25,9037.63
LAPHROAIG TRIPLE WOOD HA,214.5,16885.44
PEARL PUMPKIN SPICE,213.75,3360.15
DON JULIO W 2 GLASSES TRAY PACK,213.75,10898.4
SMINOFF SOURCED PINEAPPLE,213.6,3990.76
EZRA BROOKS SINGLE BARREL,212.25,8520.08
HERRADURA BLANCO SILVER TEQUILA,211.5,8720.58
BASIL HAYDEN W SHAKER,211.5,9548.52
GREY GOOSE WITH SHAKER,211.5,7602.72
ITTY BITTY JUGGS SAMPLE PACK,210.4,4734.0
PATRON SILVER SPECIAL EDITION,210.0,12600.0
BUCHANAN DELUXE 12YR,210.0,7197.6
EFFEN RASPBERRY,210.0,5952.8
VAN GOGH DUTCH CARAMEL VODKA,208.5,5526.86
THREE OLIVES LOOPY,208.2,3094.89
3-OAKS DISTILLERY WHISKEY,207.75,8974.8
PATRON ROCA ANEJO,207.75,18753.92
THREE OLIVES APPLE PEAR,207.0,4120.68
THREE OLIVES TRIPLE SHOT ESPRESSO,207.0,4425.84
MALIBU TROPICAL BANANA LIQUEUR,207.0,3111.24
PARAMOUNT ROCK & RYE,207.0,2055.12
HEAVEN HILL BLACK LABEL DNO,207.0,2192.16
CAZADORES BLANCO,207.0,6960.72
FOUR ROSES YELLOW,206.25,4460.5
PRICHARD'S FUDGE BROWNIE CREAM LIQUEUR,204.75,5323.32
PITU CACHACA,204.0,4761.36
BACARDI BIG APPLE RUM,204.0,3107.52
LIBERTINE ABSINTHE(FRENCH ABSINTHE),203.15,12632.6
JUAREZ GOLD,203.0,2852.15
EL JIMADOR BLANCO W GLASS,202.5,4517.1
HARTLEY,202.5,2269.63
RHETORIC HA,202.5,18206.1
BOWMORE SMALL BATCH,201.75,8470.81
KORBEL VSOP,201.75,3518.25
BELVEDERE W 2 SHOT GLASSES,201.0,6895.64
BURNETT'S VANILLA,201.0,1847.04
CRUZAN ESTATE DIAMOND DARK,200.25,4202.58
PRICHARD'S SWEET LUCY CREAM,200.25,5206.5
PINNACLE KING CAKE,199.5,2961.12
BIRD DOG BLACKBERRY W 4-50MLS,199.5,3150.0
CHAPIN & GORE STR BOURBON,198.0,1660.56
LAPHROAIG 18YR,198.0,17165.04
SKYY BUNDLE UP,198.0,3965.28
PHILLIPS BLACK HERBAL SCHNAPPS,197.25,2803.03
SOUR CHERRY,196.3,8853.57
GLENMORANGIE 10YR,196.0,6718.88
ROGUE HAZELNUT SPICED RUM,195.0,8632.0
CONJURE,193.5,6364.8
ODDKA APPLE PIE,192.75,3076.93
CALVADOS MORIN SELECTION,192.75,5356.21
SALVADOR'S PALOMA,192.5,1372.5
GREY GOOSE VX,192.0,16381.44
HIRSCH SMALL BATCH BOURBON,192.0,8368.64
NUT CHOCOLATE,191.15,9533.86
SAUZA HORNITOS ANEJO,190.5,5798.82
PRICHARD'S LINCOLN COUNTY LIGHTNING,189.75,3946.44
BLACK MAPLE HILL SMALL BATCH DNO,189.0,10606.68
CROWN ROYAL HAND SELECTED BARREL #2561,189.0,10392.48
SMIRNOFF CITRUS TWIST,189.0,2405.04
CROWN ROYAL HAND SELECTED BARREL #2604,189.0,10392.48
CROWN ROYAL HAND SELECTED BARREL #2650,189.0,10392.48
ELIJAH CRAIG CASK BARREL HA,189.0,10199.31
PLATTE VALLEY MOONSHINE CORN JUGS,189.0,4422.48
CROWN ROYAL HAND SELECTED BARREL #2648,189.0,10392.48
CROWN ROYAL HAND SELECTED BARREL #2593,189.0,10392.48
BURNETT'S RASPBERRY,189.0,1553.64
SHEEP DIP ORIG OLDBURY MALT SCOTCH,189.0,8411.76
NOCELLO WALNUT LIQUEUR,189.0,4755.24
1921 TEQUILA CREAM,189.0,6982.5
ST. BRENDAN'S SALTED CARAMEL LIQUEUR,186.75,2870.97
BARTON LIGHT RUM,184.9,2477.66
SEAGRAM'S TWISTED PEACH GIN,184.8,2614.08
FORTY CREEK DOUBLE BARREL HA,184.5,10147.5
MAESTRO DOBEL,184.5,9103.56
BUCHANAN'S MASTER,184.5,13669.74
JIM BEAM BLACK W GRILL MITT,184.5,5038.08
BLACK DUCK CRANBERRY LIQUEUR,184.5,4152.48
STOLICHNAYA GLUTEN FREE PREMIUM,183.75,4236.55
MAMA WALKERS MAPLE BACON,183.75,1835.9
BLUE WATER VODKA,183.0,3226.29
STOLI WILD CHERRI VODKA,183.0,4428.28
THREE OLIVES PINK GRAPEFRUIT,182.25,3627.99
"MICHAEL GODARD ""MR. SMOOTH""",181.5,6456.63
EFFEN FOOTBALL SLEEVE,181.5,6858.28
SOUTHERN COMFORT FANTASY FOOTBALL,180.0,3547.2
RON VIEJO DE CALDAS,180.0,2983.2
CEDAR RIDGE MALTED RYE BARREL MARION,180.0,9150.0
CEDAR RIDGE MALTED RYE BARREL URBANDALE,180.0,9150.0
MONO LOCO,180.0,6547.2
HERRADURA REPOSADO BUY THE BARREL,180.0,10665.6
PASSION XO PINK,180.0,3945.12
ARROW GINGER FLAV BRANDY,180.0,1934.52
CROWN ROYAL HAND SELECTED BARREL #2663,180.0,9897.6
MACALLAN FINE OAK 15YR,180.0,17143.68
THREE OLIVES BUBBLE,180.0,3585.6
CORRALEJO REPOSADO W SHOT GLASSES,179.25,5377.5
DUKE,177.75,6816.12
CABO WABO ANEJO,177.0,8269.44
MR BOSTON 5 STAR BRANDY,177.0,1505.04
RUMCOQUI,176.25,3525.0
SEAGRAM'S DISTILLERS RESERVE GIN,175.8,3305.28
PRICHARD'S RYE,175.5,8758.62
CODY ROAD DOUBLE BARREL,175.5,9828.0
GLENMORANGIE W 2 GLASSES BRITISH OPEN,175.5,7719.66
BLACK BOTTLE,175.5,5513.46
BAKER'S BOURBON 7YR,175.5,8690.82
RAIN MANGO,174.75,2621.25
JUGGS STRAWBERRY SISTAS,174.75,4774.72
EVAN WILLIAMS PEACH,174.75,2775.03
ATOMIC CINNAMON WHISKEY,174.0,2596.08
CALUMET FARM BOURBON,173.25,8676.3
PASSION XO SUN,172.5,3762.32
CALICO JACK CHOCOLATE COCONUT,171.75,2164.05
BIRD DOG BLACKBERRY,171.5,3060.0
ER HEERING CHERRY LIQUEUR,171.0,4653.48
CRUZAN RUM CREAM DNO,171.0,2907.0
ST ELIZABETH ALLSPICE DRAM,171.0,5814.6
STOLICHNAYA CRANBERI VODKA DNO,171.0,4295.64
FRANGELICO W CANDLE,171.0,4617.0
CROWN ROYAL HAND SELECTED BARREL #2500,171.0,9402.72
GUYOT CREME DE CASSIS DIJON,171.0,4801.68
CROWN ROYAL HAND SELECTED BARREL #2548,171.0,9402.72
ORPHAN BARREL RHETORIC 21YR HA,171.0,17097.72
CROWN ROYAL HAND SELECTED BARREL #2619,171.0,9402.72
DUBOUCHETT BLACKBERRY BRANDY,171.0,1520.16
ORPHAN BARREL GIFTED HORSE HA,171.0,8547.72
ROGUE SINGLE MALT WHISKEY,171.0,8964.96
PASSION XO BLUE,170.25,3716.2
RUSSELL'S RESERVE SINGLE BARREL BOURBON,170.25,9704.25
TWO JAY'S GRAPPA,169.875,5741.36
MASTERSON'S 10YR STRAIGHT RYE,169.5,13531.86
YENI RAKI,168.75,3879.0
BOLS APRICOT BRANDY,168.0,1812.0
ICE HOLE EXOTIC SCHNAPPS,168.0,1646.16
GREY GOOSE MULTI PACK,167.8,8390.0
GANGSTER XO,167.25,5865.48
PINNACLE BLUEBERRY,167.25,2459.69
CROWN ROYAL CASK NO. 16,167.25,11694.12
HUSSONG'S REPOSADO TEQUILA,166.5,6030.36
URSUS PUNCH FLAVORED VODKA,166.5,1824.84
PINNACLE,166.0,2353.88
MARASKA KRUSKOVAC,165.75,3427.71
BLUE STATE BOURBON,165.75,2625.48
SMIRNOFF SOURCED RUBY RED GRAPEFRUIT,165.6,3093.96
360 DOUBLE CHOCOLATE W GRAVITY UNIT,165.0,2490.95
YAHARA BAY AMERICAN RYE WHISKEY,164.6,9424.8
APRICOT GRAPPA,164.25,8108.91
BOLS AMARETTO,164.25,2356.44
SKYY BARCRAFT WHITE SANGRIA,163.5,3274.36
ODDKA SALTED CARAMEL POPCORN,162.75,2595.08
WHISKEY LIQUEUR,162.7,12681.98
BOMBAY GIN,162.5,2942.4
TWENTY GRAND W ML ROSE,162.35,4870.5
ARDBEG PERUUM HA,162.0,16197.84
HENRY MCKENNA SINGLE BARREL 10YR,162.0,5629.5
BOMBAY SAPPHIRE W GLASS,162.0,4374.0
JINRO CLASSIC SOJU,162.0,2098.08
CROWN ROYAL HAND SELECTED BARREL #2620,162.0,8907.84
PHILLIPS APRICOT FLAV BRANDY,162.0,1540.08
STREGA LIQUORE,162.0,6089.04
BURNETT'S VANILLA VODKA,162.0,1566.0
TOOTERS 50ML ALA TINI KAZI,162.0,4698.0
DON Q COCONUT,162.0,2214.84
BRECKENRIDGE BOURBON HA,162.0,8910.0
FLOR DE CANA GRAN RESERVA 7YR,162.0,4098.6
THREE OLIVES VANILLA,162.0,3227.04
MARGARITAVILLE DARK JAMAICAN RUM,162.0,1475.28
GREEN SPOT HA,161.25,8060.35
OLD RIP VAN WINKLE 10YR(PAPPY) HA,160.5,7540.4
ABSOLUT TRIAL PACK,160.25,3822.31
BIRD DOG BOURBON W 4-50MLS,159.6,2520.0
BOLS TRIPLE SEC,159.0,931.14
EVAN WILLIAMS CINNAMON RESERVE,159.0,1990.68
FERNANDEZ BRANDY DE JEREZ,158.75,11498.66
SILVERCOIN TEQUILA,157.5,6365.1
JUNIOR JOHNSON MIDNIGHT MOON,157.5,4271.4
TOOTERS 50ML MARG OTB MANGO,157.5,4567.5
TRU GIN,157.5,6037.5
WELLER SPECIAL RESERVE BOURBON HA,156.0,2352.48
JACK DANIEL'S SINATRA SELECT WHISKEY,156.0,23400.0
NASSAU ROYALE,156.0,2188.68
BUNNAHABHAIN 12YR,156.0,11872.64
PINNACLE MANGO VODKA,156.0,1998.36
SOBIESKI VANILLA,156.0,1650.48
BIRD DOG KENTUCKY BLENDED WHISKEY,155.25,3105.0
BOLS MELON,155.25,2227.32
URSUS BLUE RASPBERRY VODKA,155.0,1615.28
THE QUIET MAN 8YR,154.5,7725.0
HONEY CREEK WILD HOG,154.5,4045.84
CHOPIN VODKA W SHOT GLASSES,154.5,4838.94
SOBIESKI BIZON GRASS VODKA,153.0,2325.6
TATLER SCOTCH LIQUEUR,153.0,2244.0
SIX SHOOTER SMOKE,153.0,5565.12
STOLICHANAYA ELIT VODKA,153.0,10505.16
ARROW ANISETTE,153.0,1377.0
OLE SMOKY TENNESSEE MOONSHINE-PEACH,153.0,4469.4
FIGENZA MEDITERRANEAN FIG VODKA,153.0,6938.04
MARGARITAVILLE ISLAND LIME,153.0,2146.08
GIBSON'S FINEST AGED 12YR,153.0,5415.24
HENNESSY XO,153.0,29847.24
KNAPPOGUE CASTLE 12YR,153.0,5701.8
SALVADOR'S TOP SHELF,152.25,1109.25
99 GRAPES,151.5,2878.5
J.W. DANT BOND BOURBON,150.75,2248.95
GRAN GALA LIQUEUR,150.0,1271.16
SCHONAUER APFEL SCHNAPPS,148.5,3199.38
RED STATE BOURBON,148.5,2352.24
BUSHMILLS 10YR MALT IRISH,148.5,6534.0
KRAKEN BLACK,148.5,3193.74
TYRCONNELL IRISH SING MALT,148.5,5336.4
ABERLOUR A'BUNADH,148.5,11877.78
MAKER'S MARK CASK STRENGTH,147.0,10393.76
BACARDI RUM RUNNER,147.0,879.48
REMY V W GLASS,146.25,6093.75
URSUS GREEN APPLE VODKA,146.25,1583.29
BOLS PEACH,145.5,2087.44
CALUMET FARM BOURBON VAP,144.75,7249.08
MAMA WALKERS BLUEBERRY PANCAKE,144.75,1446.3
SEAGRAM'S VO GOLD,144.0,2619.24
BARBANCOURT 5* RHUM 8YR,144.0,3960.96
PASSOA LIQUEUR,144.0,2185.32
ONE BARREL RUM,144.0,4208.16
EL TESORO PLATINUM TEQUILA,144.0,6627.78
CATDADDY SPICED MOONSHINE,144.0,3309.65
CROWN ROYAL HAND SELECTED BARREL #2572,144.0,7918.08
HENNESSY VSOP W 50ML VSOP LIMITED EDITION,144.0,8368.2
HUDSON BABY BOURBON,144.0,12241.92
MEUKOW VS,144.0,4448.16
CARAVELLA ORANGECELLO,144.0,3035.52
GETREIDE KUMMEL,144.0,1975.68
ARDBEG ARDBOG,144.0,14392.32
BRUGAL GOLD RUM - DNO,144.0,2014.08
PARAMOUNT WHIPT CREME VODKA,142.5,1898.1
SEAGRAM'S WILD GRAPE VODKA,141.9,1523.04
ARDBEG AURIVERDES HA,141.0,14098.12
DALWHINNIE DISTILLERS EDITION HA,141.0,11278.12
DEANSTON VO,141.0,6074.28
TOBERMORY 10YR,141.0,9400.0
PARAMOUNT ULTRA BUBBLE VODKA,140.25,1868.13
MARIE BRIZARD WATERMELON,139.5,3478.8
MARTIN MILLERS GIN,139.5,4417.5
JEFFERSON'S RESERVE ST BBN WHISKEY,139.5,7860.36
BALVENIE PORTWOOD 21YR SCOTCH HA,139.5,29710.62
ABERLOUR A'BUNADH 10YR,139.5,9918.84
JAMESON GOLD RESERVE(LISTED),139.5,9470.82
PIKESVILLE RYE 110 HA,139.5,6963.84
VOLI LEMON VODKA,138.75,3550.15
DEKUYPER CREME DE CACAO WHITE,138.0,1294.08
MCCORMICK BLENDED WHISKEY,137.4,1403.28
JOSE CUERVO PLATINO RESERVA DE LA FAMILIA,137.25,6456.81
LAPHROAIG 15 YR,137.25,11527.17
REDBREAST CASK STRENGTH HA,137.25,10978.17
OLD CROW RESERVE,136.5,1454.04
WYBOROWA VODKA W 2 SHOT GLASSES,135.75,2036.25
OLE SMOKY HUNCH PUNCH LIGHTNIN' MOONSHINE,135.75,3073.85
FORTY CREEK CONFEDERATION OAK HA,135.0,8773.2
STIRRINGS GINGER LIQUEUR,135.0,1754.16
ARROW GIN,135.0,1065.6
HIRAM WALKER CRM DE BANANA,135.0,1074.84
SPEYBURN SINGLE MALT SCOTCH,135.0,3508.2
JACQUIN'S BLACKBERRY BRANDY,135.0,1497.6
GLENMORANGIE W QUINTA RUBAN & LASANTA,135.0,4949.4
J.W. DANT SCOTCH,135.0,1656.0
DEWAR'S 15 YR OLD,135.0,5603.4
JACK DANIELS UNAGED RYE WHISKEY,135.0,6791.4
OBAN DISTILLERS EDITION HA,135.0,12148.2
360 GLAZED DONUT FLAVORED VODKA,135.0,1927.44
ALIZE DE FRANCE DNO,135.0,3276.0
WILD TURKEY FORGIVEN HA,133.5,7342.5
44 NORTH MAGIC VALLEY,133.5,3775.64
BELLE DE BRILLET POIRE LIQUEUR,132.75,6579.63
MORRIGAN,132.75,4078.53
HACIENDA VIEJA REPOSADO,132.0,3433.32
HIRAM WALKER PEACH BRANDY,132.0,1285.68
CORRALEJO TRIPLE DISTILLED REPOSADO,131.25,6693.75
MICHAEL COLLINS IRISH WHISKEY,131.25,4142.25
BUSHMILLS 750ML W BLACKBUSH 50ML,131.2,3198.0
BALLANTINES 17YO,130.5,11743.26
EVAN WILLIAMS SB BARREL PROGAM,130.5,3720.12
HANGAR ONE MANDARINE VODKA,130.5,4399.02
BLUE CHAIR BAY BANANA RUM,130.5,2041.5
AUCHENTOSHAN THREE WOOD SING MALT SCOTCH,130.5,8006.88
CHRISTIAN BROS FROST WHITE BRANDY,129.6,1901.76
RI(1),129.0,5417.94
DEKUYPER ORANGE CURACAO,129.0,1401.36
RED BOOT CORN WHISKEY,128.25,2563.29
POWERS SIGNATURE,128.25,5769.54
THATCHER'S ELDERFLOWER,127.5,2274.6
